open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,open_datetime_utc,close_datetime_utc
1729598400000,67299.15000000,67693.34000000,66644.18000000,67282.27000000,6233.58519000,1729612799999,418870493.05343150,1213555,3079.12737000,206976701.04607500,0,2024-10-22T12:00:00.000Z,2024-10-22T15:59:59.999Z
1729612800000,67282.27000000,67635.72000000,66920.00000000,67482.98000000,3629.34667000,1729627199999,244244731.39706590,587745,2143.11859000,144248140.67112160,0,2024-10-22T16:00:00.000Z,2024-10-22T19:59:59.999Z
1729627200000,67482.99000000,67836.01000000,67292.00000000,67426.00000000,1670.17722000,1729641599999,112854042.12498110,250262,884.54354000,59761330.40613870,0,2024-10-22T20:00:00.000Z,2024-10-22T23:59:59.999Z
1729641600000,67426.01000000,67472.83000000,66890.00000000,67082.10000000,2192.04981000,1729655999999,147241315.75158140,407801,935.71624000,62855307.23605450,0,2024-10-23T00:00:00.000Z,2024-10-23T03:59:59.999Z
1729656000000,67082.10000000,67302.83000000,66800.00000000,66852.34000000,2205.04466000,1729670399999,147871865.49265550,350778,1055.59929000,70804348.30945270,0,2024-10-23T04:00:00.000Z,2024-10-23T07:59:59.999Z
1729670400000,66852.33000000,67048.00000000,66200.00000000,66414.00000000,4678.16343000,1729684799999,311267135.54378090,608338,1974.32673000,131394250.05832420,0,2024-10-23T08:00:00.000Z,2024-10-23T11:59:59.999Z
1729684800000,66414.00000000,66910.15000000,65923.01000000,66223.44000000,6555.45611000,1729699199999,435197228.07775710,989139,3089.79562000,205207878.44049410,0,2024-10-23T12:00:00.000Z,2024-10-23T15:59:59.999Z
1729699200000,66223.45000000,66573.58000000,65260.00000000,66472.00000000,7747.67519000,1729713599999,510332704.01635890,1142139,3819.51217000,251676829.90562570,0,2024-10-23T16:00:00.000Z,2024-10-23T19:59:59.999Z
1729713600000,66472.00000000,66807.37000000,66338.99000000,66668.65000000,2151.85150000,1729727999999,143191182.03661280,309170,1013.38990000,67446021.16073480,0,2024-10-23T20:00:00.000Z,2024-10-23T23:59:59.999Z
1729728000000,66668.65000000,67612.12000000,66510.00000000,67213.16000000,4069.13262000,1729742399999,273601787.81649880,653453,2098.81811000,141101418.65522610,0,2024-10-24T00:00:00.000Z,2024-10-24T03:59:59.999Z
1729742400000,67213.16000000,67479.55000000,67068.75000000,67123.08000000,2168.24652000,1729756799999,145950770.47959820,324762,962.66042000,64802581.22169080,0,2024-10-24T04:00:00.000Z,2024-10-24T07:59:59.999Z
1729756800000,67123.09000000,67322.26000000,66700.00000000,67285.99000000,3627.57529000,1729771199999,243059541.65412440,515741,1336.54637000,89583962.84132070,0,2024-10-24T08:00:00.000Z,2024-10-24T11:59:59.999Z
1729771200000,67286.00000000,67998.00000000,67262.00000000,67701.22000000,5556.69154000,1729785599999,376146821.06270620,1131741,3017.54384000,204266713.39783170,0,2024-10-24T12:00:00.000Z,2024-10-24T15:59:59.999Z
1729785600000,67701.21000000,68323.00000000,67350.01000000,68309.79000000,4018.19794000,1729799999999,272689822.31128620,644751,2434.10898000,165207886.78795000,0,2024-10-24T16:00:00.000Z,2024-10-24T19:59:59.999Z
1729800000000,68309.79000000,68850.00000000,67978.04000000,68198.28000000,3149.99486000,1729814399999,215287577.58872420,527014,1652.90742000,112973833.62072670,0,2024-10-24T20:00:00.000Z,2024-10-24T23:59:59.999Z
1729814400000,68198.27000000,68286.56000000,67836.00000000,68008.00000000,2103.46788000,1729828799999,143093792.52415760,393523,874.16614000,59468194.73569050,0,2024-10-25T00:00:00.000Z,2024-10-25T03:59:59.999Z
1729828800000,68007.99000000,68045.36000000,67250.00000000,67531.97000000,3239.24812000,1729843199999,219132073.42312310,386018,1388.54153000,93923104.83270920,0,2024-10-25T04:00:00.000Z,2024-10-25T07:59:59.999Z
1729843200000,67531.96000000,68183.78000000,67286.28000000,68105.79000000,3432.59534000,1729857599999,232579511.32180860,487632,1885.90880000,127827394.12581690,0,2024-10-25T08:00:00.000Z,2024-10-25T11:59:59.999Z
1729857600000,68105.79000000,68771.49000000,67429.87000000,67690.01000000,6063.80083000,1729871999999,413691352.89973550,1191808,2859.00279000,195101120.86794070,0,2024-10-25T12:00:00.000Z,2024-10-25T15:59:59.999Z
1729872000000,67690.01000000,67890.52000000,66006.60000000,66850.00000000,12819.56162000,1729886399999,859303279.65679850,1786435,5855.61270000,392645363.49192060,0,2024-10-25T16:00:00.000Z,2024-10-25T19:59:59.999Z
1729886400000,66849.99000000,67392.52000000,65596.29000000,66698.33000000,6821.03746000,1729900799999,452867425.46763060,1087177,3167.80004000,210382281.10088570,0,2024-10-25T20:00:00.000Z,2024-10-25T23:59:59.999Z
1729900800000,66698.32000000,67050.20000000,66439.90000000,66914.00000000,3685.00548000,1729915199999,245994004.88223410,779923,1895.83205000,126569401.58562890,0,2024-10-26T00:00:00.000Z,2024-10-26T03:59:59.999Z
1729915200000,66914.00000000,67240.02000000,66784.26000000,67007.99000000,1628.86516000,1729929599999,109238619.68819900,310756,744.63348000,49945295.56667130,0,2024-10-26T04:00:00.000Z,2024-10-26T07:59:59.999Z
1729929600000,67007.99000000,67264.34000000,66953.02000000,67138.00000000,1491.87488000,1729943999999,100102113.34338810,279814,766.77633000,51452442.92213540,0,2024-10-26T08:00:00.000Z,2024-10-26T11:59:59.999Z
1729944000000,67138.00000000,67180.00000000,66744.00000000,66886.49000000,2610.78256000,1729958399999,174735088.33327160,490382,1317.55916000,88185505.72146460,0,2024-10-26T12:00:00.000Z,2024-10-26T15:59:59.999Z
1729958400000,66886.49000000,67181.82000000,66788.00000000,67177.99000000,1318.30448000,1729972799999,88334728.14764920,289170,772.20154000,51742828.19024070,0,2024-10-26T16:00:00.000Z,2024-10-26T19:59:59.999Z
1729972800000,67178.00000000,67454.55000000,67084.00000000,67092.76000000,1108.07514000,1729987199999,74482492.75315000,223456,572.18730000,38474306.16715350,0,2024-10-26T20:00:00.000Z,2024-10-26T23:59:59.999Z
1729987200000,67092.76000000,67325.46000000,66913.73000000,67289.57000000,986.04169000,1730001599999,66148443.69061620,226895,567.27447000,38068741.35079570,0,2024-10-27T00:00:00.000Z,2024-10-27T03:59:59.999Z
1730001600000,67289.57000000,67317.78000000,67120.00000000,67204.01000000,668.95382000,1730015999999,44949571.19031050,131495,318.90315000,21427664.39927790,0,2024-10-27T04:00:00.000Z,2024-10-27T07:59:59.999Z
1730016000000,67204.00000000,67266.49000000,67036.85000000,67128.04000000,1089.42823000,1730030399999,73153888.84000170,185315,473.37998000,31788400.78021700,0,2024-10-27T08:00:00.000Z,2024-10-27T11:59:59.999Z
1730030400000,67128.03000000,67858.00000000,67121.45000000,67791.99000000,2061.49126000,1730044799999,139348846.76353790,446071,1097.45748000,74166943.84125740,0,2024-10-27T12:00:00.000Z,2024-10-27T15:59:59.999Z
1730044800000,67792.00000000,68000.00000000,67540.88000000,67850.00000000,1636.67932000,1730059199999,110906165.07455460,363642,809.01081000,54833623.51580930,0,2024-10-27T16:00:00.000Z,2024-10-27T19:59:59.999Z
1730059200000,67850.00000000,68332.05000000,67688.09000000,68021.70000000,2210.60160000,1730073599999,150499232.91146000,418571,1151.71031000,78414293.11108200,0,2024-10-27T20:00:00.000Z,2024-10-27T23:59:59.999Z
1730073600000,68021.69000000,68116.78000000,67677.77000000,67727.59000000,1748.50819000,1730087999999,118662694.60418500,430530,812.07565000,55115561.86690300,0,2024-10-28T00:00:00.000Z,2024-10-28T03:59:59.999Z
1730088000000,67727.59000000,68680.00000000,67618.00000000,68415.52000000,3228.44557000,1730102399999,220102246.92791510,504343,1411.44400000,96262299.21172230,0,2024-10-28T04:00:00.000Z,2024-10-28T07:59:59.999Z
1730102400000,68415.52000000,68833.57000000,68238.81000000,68753.78000000,2668.85534000,1730116799999,182960939.46161360,428476,1332.08123000,91314200.26545030,0,2024-10-28T08:00:00.000Z,2024-10-28T11:59:59.999Z
1730116800000,68753.78000000,69280.00000000,68426.67000000,68494.20000000,7619.52629000,1730131199999,524938104.23551130,1320948,3825.84503000,263673239.41915850,0,2024-10-28T12:00:00.000Z,2024-10-28T15:59:59.999Z
1730131200000,68494.20000000,69900.00000000,68452.54000000,69629.98000000,7959.90622000,1730145599999,551612136.11215380,1090710,4390.13035000,304277150.33039990,0,2024-10-28T16:00:00.000Z,2024-10-28T19:59:59.999Z
1730145600000,69629.99000000,70270.00000000,69427.79000000,69962.21000000,5821.51298000,1730159999999,406829608.47606610,657439,3446.77350000,240963645.33619190,0,2024-10-28T20:00:00.000Z,2024-10-28T23:59:59.999Z
1730160000000,69962.21000000,71587.88000000,69760.00000000,70938.14000000,9260.69533000,1730174399999,656514034.49849170,1093283,5512.88826000,390775131.72061600,0,2024-10-29T00:00:00.000Z,2024-10-29T03:59:59.999Z
1730174400000,70938.15000000,71370.00000000,70837.83000000,71017.97000000,5390.71759000,1730188799999,383071666.24483830,533829,2703.35738000,192130171.31874060,0,2024-10-29T04:00:00.000Z,2024-10-29T07:59:59.999Z
1730188800000,71017.96000000,71578.95000000,70974.00000000,71452.01000000,4333.82377000,1730203199999,308848462.01430100,397750,2237.17405000,159457685.70841450,0,2024-10-29T08:00:00.000Z,2024-10-29T11:59:59.999Z
1730203200000,71452.02000000,72429.99000000,70929.00000000,72402.01000000,11510.00980000,1730217599999,825856591.46200340,1334201,6408.69960000,459968843.76993870,0,2024-10-29T12:00:00.000Z,2024-10-29T15:59:59.999Z
1730217600000,72402.00000000,73620.12000000,72350.70000000,72536.16000000,14375.99601000,1730231999999,1047469935.33827990,1514551,7574.38202000,551971093.62791580,0,2024-10-29T16:00:00.000Z,2024-10-29T19:59:59.999Z
1730232000000,72536.38000000,72978.90000000,71864.65000000,72736.42000000,5257.36344000,1730246399999,380705297.33384310,771816,2461.96385000,178305858.01741170,0,2024-10-29T20:00:00.000Z,2024-10-29T23:59:59.999Z
1730246400000,72736.41000000,72785.72000000,72000.01000000,72234.00000000,3553.75950000,1730260799999,257098448.54725090,474516,1664.14089000,120407704.55999910,0,2024-10-30T00:00:00.000Z,2024-10-30T03:59:59.999Z
1730260800000,72234.00000000,72610.00000000,72100.00000000,72227.99000000,3065.87039000,1730275199999,221882979.16009710,287796,1320.86929000,95607370.64970580,0,2024-10-30T04:00:00.000Z,2024-10-30T07:59:59.999Z
1730275200000,72227.99000000,72604.97000000,71926.82000000,71983.99000000,3249.22754000,1730289599999,235084861.61111630,496451,1669.98257000,120862302.50336240,0,2024-10-30T08:00:00.000Z,2024-10-30T11:59:59.999Z
1730289600000,71984.00000000,72470.00000000,71436.00000000,72061.34000000,7786.81964000,1730303999999,560448305.17769430,1451993,4033.86878000,290399616.47359440,0,2024-10-30T12:00:00.000Z,2024-10-30T15:59:59.999Z
1730304000000,72061.34000000,72197.50000000,71641.77000000,71822.01000000,3301.81939000,1730318399999,237563793.18909060,663164,1633.50190000,117528180.08902970,0,2024-10-30T16:00:00.000Z,2024-10-30T19:59:59.999Z
1730318400000,71822.01000000,72961.00000000,71644.19000000,72344.74000000,5928.49410000,1730332799999,429132149.60303760,666814,3164.85090000,229093009.47103640,0,2024-10-30T20:00:00.000Z,2024-10-30T23:59:59.999Z
1730332800000,72344.75000000,72599.99000000,72030.08000000,72353.74000000,2955.82677000,1730347199999,213739294.28244070,439519,1445.54136000,104516937.35573280,0,2024-10-31T00:00:00.000Z,2024-10-31T03:59:59.999Z
1730347200000,72353.75000000,72478.00000000,72150.00000000,72417.19000000,2300.55532000,1730361599999,166333128.46905470,270826,1129.48299000,81665259.45276150,0,2024-10-31T04:00:00.000Z,2024-10-31T07:59:59.999Z
1730361600000,72417.19000000,72700.00000000,72149.79000000,72226.00000000,3129.22143000,1730375999999,226477276.36608980,414405,1534.20367000,111024641.70513740,0,2024-10-31T08:00:00.000Z,2024-10-31T11:59:59.999Z
1730376000000,72226.00000000,72276.00000000,70431.77000000,70620.00000000,10391.35314000,1730390399999,740317329.61289010,1608260,4860.02695000,346226232.55875910,0,2024-10-31T12:00:00.000Z,2024-10-31T15:59:59.999Z
1730390400000,70620.01000000,70949.51000000,70036.00000000,70092.07000000,5987.52232000,1730404799999,422148475.58812390,1114454,3051.50967000,215196050.98335720,0,2024-10-31T16:00:00.000Z,2024-10-31T19:59:59.999Z
1730404800000,70092.07000000,70654.76000000,69685.76000000,70292.01000000,4587.62399000,1730419199999,322129473.17608550,678078,2184.37415000,153419119.79414580,0,2024-10-31T20:00:00.000Z,2024-10-31T23:59:59.999Z
1730419200000,70292.01000000,70470.00000000,68830.00000000,69369.99000000,6736.08255000,1730433599999,468627725.69756320,897243,2932.13818000,204120968.59976570,0,2024-11-01T00:00:00.000Z,2024-11-01T03:59:59.999Z
1730433600000,69369.99000000,69699.14000000,69080.00000000,69273.70000000,3840.13342000,1730447999999,266506698.74845590,490410,1739.04809000,120693689.19591470,0,2024-11-01T04:00:00.000Z,2024-11-01T07:59:59.999Z
1730448000000,69273.70000000,70228.00000000,69237.26000000,70002.01000000,4258.62726000,1730462399999,297280642.76701290,491200,2367.54405000,165248057.96179790,0,2024-11-01T08:00:00.000Z,2024-11-01T11:59:59.999Z
1730462400000,70002.01000000,71632.95000000,69044.00000000,69387.77000000,12583.25292000,1730476799999,887892274.18559290,1387197,5787.92728000,408606313.66581720,0,2024-11-01T12:00:00.000Z,2024-11-01T15:59:59.999Z
1730476800000,69387.78000000,70515.16000000,68820.14000000,69268.00000000,8722.26319000,1730491199999,607307707.13076150,1056484,4193.24184000,292027071.37867840,0,2024-11-01T16:00:00.000Z,2024-11-01T19:59:59.999Z
1730491200000,69268.00000000,69627.00000000,68854.50000000,69496.01000000,2161.50821000,1730505599999,149742973.47558360,246737,1024.26276000,70967885.95771650,0,2024-11-01T20:00:00.000Z,2024-11-01T23:59:59.999Z
1730505600000,69496.00000000,69914.37000000,69479.91000000,69599.99000000,1888.97948000,1730519999999,131593250.68864260,243436,993.17873000,69200813.61226450,0,2024-11-02T00:00:00.000Z,2024-11-02T03:59:59.999Z
1730520000000,69599.99000000,69823.94000000,69446.00000000,69813.91000000,1298.14761000,1730534399999,90409396.63002320,205233,637.29919000,44388338.14867290,0,2024-11-02T04:00:00.000Z,2024-11-02T07:59:59.999Z
1730534400000,69813.91000000,69838.62000000,69417.88000000,69608.00000000,1279.60030000,1730548799999,89069835.90626540,217628,554.99684000,38632227.42669230,0,2024-11-02T08:00:00.000Z,2024-11-02T11:59:59.999Z
1730548800000,69608.00000000,69711.59000000,69000.14000000,69393.17000000,3365.13104000,1730563199999,233439805.99064210,513673,1682.64105000,116759628.90645540,0,2024-11-02T12:00:00.000Z,2024-11-02T15:59:59.999Z
1730563200000,69393.18000000,69616.00000000,69215.00000000,69510.00000000,1553.51785000,1730577599999,107889842.21689910,248328,873.16862000,60652603.53960300,0,2024-11-02T16:00:00.000Z,2024-11-02T19:59:59.999Z
1730577600000,69510.00000000,69571.99000000,69149.00000000,69374.74000000,1136.29615000,1730591999999,78830296.19868240,175263,486.22270000,33737123.18211300,0,2024-11-02T20:00:00.000Z,2024-11-02T23:59:59.999Z
1730592000000,69374.74000000,69391.00000000,67864.16000000,68379.89000000,5846.40920000,1730606399999,400733973.48682840,820156,2380.49281000,163153940.09799130,0,2024-11-03T00:00:00.000Z,2024-11-03T03:59:59.999Z
1730606400000,68379.90000000,68771.58000000,68303.99000000,68397.42000000,1961.64190000,1730620799999,134450118.61560950,312564,1007.33991000,69044381.15186050,0,2024-11-03T04:00:00.000Z,2024-11-03T07:59:59.999Z
1730620800000,68397.42000000,68603.58000000,68200.01000000,68358.86000000,2460.80349000,1730635199999,168362434.40601360,372068,1358.08171000,92928418.85901080,0,2024-11-03T08:00:00.000Z,2024-11-03T11:59:59.999Z
1730635200000,68358.86000000,68560.00000000,67478.73000000,68090.90000000,6042.77974000,1730649599999,410675251.85612170,952566,2775.24415000,188603418.42679990,0,2024-11-03T12:00:00.000Z,2024-11-03T15:59:59.999Z
1730649600000,68090.91000000,68693.81000000,67667.21000000,68679.00000000,4811.23179000,1730663999999,328462402.47417460,740406,2621.76883000,179021197.74960380,0,2024-11-03T16:00:00.000Z,2024-11-03T19:59:59.999Z
1730664000000,68679.00000000,69358.00000000,68492.82000000,68775.99000000,3872.83631000,1730678399999,266982025.56745450,470269,2134.65436000,147187716.85369140,0,2024-11-03T20:00:00.000Z,2024-11-03T23:59:59.999Z
1730678400000,68775.99000000,69500.00000000,68240.61000000,69047.86000000,3531.81884000,1730692799999,243434050.08451600,842654,1829.68576000,126146837.60739040,0,2024-11-04T00:00:00.000Z,2024-11-04T03:59:59.999Z
1730692800000,69047.86000000,69401.55000000,68618.00000000,68618.00000000,2753.25815000,1730707199999,189946641.99456840,517564,1473.77422000,101709282.67150200,0,2024-11-04T04:00:00.000Z,2024-11-04T07:59:59.999Z
1730707200000,68618.00000000,69036.00000000,68470.00000000,68792.71000000,3061.68173000,1730721599999,210448280.19837650,718746,1460.64344000,100413508.78951280,0,2024-11-04T08:00:00.000Z,2024-11-04T11:59:59.999Z
1730721600000,68792.72000000,69264.52000000,68202.99000000,68646.01000000,6502.89800000,1730735999999,446289398.35346140,1158809,3330.84708000,228634627.48399820,0,2024-11-04T12:00:00.000Z,2024-11-04T15:59:59.999Z
1730736000000,68646.01000000,68814.32000000,67251.50000000,67856.00000000,7022.60435000,1730750399999,476531094.17767180,1148879,3517.41431000,238713629.43029000,0,2024-11-04T16:00:00.000Z,2024-11-04T19:59:59.999Z
1730750400000,67856.01000000,68106.07000000,66835.00000000,67850.01000000,6928.13080000,1730764799999,467252842.19418200,990396,3314.87596000,223639661.54199150,0,2024-11-04T20:00:00.000Z,2024-11-04T23:59:59.999Z
1730764800000,67850.01000000,68255.00000000,67476.63000000,68243.00000000,3631.30352000,1730779199999,246726660.36462090,695458,1911.85553000,129919747.95142110,0,2024-11-05T00:00:00.000Z,2024-11-05T03:59:59.999Z
1730779200000,68243.01000000,68976.00000000,68218.51000000,68893.99000000,3527.68448000,1730793599999,242018888.77240150,541068,1881.34431000,129103595.34030590,0,2024-11-05T04:00:00.000Z,2024-11-05T07:59:59.999Z
1730793600000,68894.00000000,69100.00000000,68615.11000000,68810.03000000,3105.13722000,1730807999999,213835688.20814220,513293,1460.08695000,100546701.97753990,0,2024-11-05T08:00:00.000Z,2024-11-05T11:59:59.999Z
1730808000000,68810.03000000,70325.06000000,68666.00000000,69639.99000000,9273.82987000,1730822399999,645035446.29421790,1437361,4930.80074000,342998706.13276850,0,2024-11-05T12:00:00.000Z,2024-11-05T15:59:59.999Z
1730822400000,69640.00000000,70577.91000000,68732.77000000,68995.99000000,8251.89006000,1730836799999,576668458.63969320,1187641,3982.28619000,278426359.09650910,0,2024-11-05T16:00:00.000Z,2024-11-05T19:59:59.999Z
1730836800000,68995.99000000,69898.02000000,68786.91000000,69372.01000000,5565.22373000,1730851199999,386133765.79084630,580823,2893.51291000,200821620.42523880,0,2024-11-05T20:00:00.000Z,2024-11-05T23:59:59.999Z
1730851200000,69372.01000000,75000.00000000,69298.00000000,74348.53000000,29431.19693700,1730865599999,2141184100.25931165,2076102,16121.16433700,1173740395.27308365,0,2024-11-06T00:00:00.000Z,2024-11-06T03:59:59.999Z
1730865600000,74348.53000000,75407.10000000,72727.00000000,73370.89000000,26064.89802100,1730879999999,1939597797.04461391,1552275,12870.02618100,958337520.03677571,0,2024-11-06T04:00:00.000Z,2024-11-06T07:59:59.999Z
1730880000000,73370.89000000,74475.47000000,72656.31000000,74272.01000000,13990.39249000,1730894399999,1028906561.59613430,1460564,7052.85621000,518702339.93063760,0,2024-11-06T08:00:00.000Z,2024-11-06T11:59:59.999Z
1730894400000,74272.00000000,74757.58000000,73488.00000000,74298.00000000,13980.04537000,1730908799999,1036562582.66639760,1941247,6699.70434000,496839571.20824110,0,2024-11-06T12:00:00.000Z,2024-11-06T15:59:59.999Z
1730908800000,74297.99000000,75850.00000000,74150.00000000,75823.55000000,11500.39107200,1730923199999,861338127.68182290,753813,6063.34425200,454364655.43284600,0,2024-11-06T16:00:00.000Z,2024-11-06T19:59:59.999Z
1730923200000,75823.55000000,76400.00000000,75507.10000000,75571.99000000,9160.07089700,1730937599999,694694101.00972850,650183,4436.78910700,336532175.35114910,0,2024-11-06T20:00:00.000Z,2024-11-06T23:59:59.999Z
1730937600000,75571.99000000,76022.79000000,75003.83000000,75048.01000000,7170.25219000,1730951999999,540301392.29046040,1074116,3479.01391000,262172969.50181280,0,2024-11-07T00:00:00.000Z,2024-11-07T03:59:59.999Z
1730952000000,75048.01000000,75048.01000000,74416.00000000,74757.58000000,5435.11503000,1730966399999,406382783.99869870,597266,2682.18882000,200550464.80560070,0,2024-11-07T04:00:00.000Z,2024-11-07T07:59:59.999Z
1730966400000,74757.58000000,75150.11000000,74649.54000000,74746.00000000,3766.42463000,1730980799999,282233130.45531620,594821,1819.07219000,136321254.56767050,0,2024-11-07T08:00:00.000Z,2024-11-07T11:59:59.999Z
1730980800000,74745.99000000,76059.69000000,74512.19000000,76059.69000000,7599.95000000,1730995199999,570931129.78400800,1017199,3882.21030000,291737287.35697960,0,2024-11-07T12:00:00.000Z,2024-11-07T15:59:59.999Z
1730995200000,76059.68000000,76718.99000000,75555.17000000,76530.39000000,13850.28342500,1731009599999,1054822085.93599790,1218144,6624.37385500,504483759.58124880,0,2024-11-07T16:00:00.000Z,2024-11-07T19:59:59.999Z
1731009600000,76530.40000000,76849.99000000,75494.00000000,75857.89000000,7047.39707000,1731023999999,537126139.50747400,706176,3318.60122000,253012599.48742080,0,2024-11-07T20:00:00.000Z,2024-11-07T23:59:59.999Z
1731024000000,75857.89000000,76358.00000000,75555.00000000,75890.79000000,4416.57747000,1731038399999,335472069.92058650,624453,1989.34061000,151153814.28830530,0,2024-11-08T00:00:00.000Z,2024-11-08T03:59:59.999Z
1731038400000,75890.79000000,76220.00000000,75686.00000000,76148.49000000,5001.36124000,1731052799999,380139080.73703830,438469,2516.41998000,191285449.82333070,0,2024-11-08T04:00:00.000Z,2024-11-08T07:59:59.999Z
1731052800000,76148.49000000,76320.00000000,75760.00000000,75934.46000000,3321.24860000,1731067199999,252353050.12111610,537121,1490.46677000,113260446.22439420,0,2024-11-08T08:00:00.000Z,2024-11-08T11:59:59.999Z
